Date,US_CPI_Total,Chip_PPI,Auto_PPI,Auto_CPI,JPY_Rate
2020-04-30,107.73399760995068,95.14731369150779,104.25,100.08997587010757,91.1295554407085
2020-05-31,107.63721744399375,95.14731369150779,104.16666666666667,100.02931032132292,90.67395572254696
2020-06-30,108.15898877350074,95.14731369150779,104.16666666666667,99.82481970744212,90.99383670610003
2020-07-31,108.7102149361251,94.80069324090121,104.16666666666667,100.17381702179871,90.23565725950549
2020-08-31,109.11585006648377,94.62738301559793,104.25,100.13087399288374,89.66982383015042
2020-09-30,109.4024035143824,94.80069324090121,104.33333333333334,100.29378484860878,89.3113491473454
2020-10-31,109.5378957467221,93.24090121317157,104.83333333333333,100.81864409090291,88.99033305499078
2020-11-30,109.78699947822868,93.41421143847487,105.08333333333333,101.18400065436998,88.31077514974072
2020-12-31,110.26416777472944,93.76083188908146,105.33333333333334,102.30597248919608,87.79407484383245
2021-01-31,110.51411307289652,93.76083188908146,105.75000000000001,102.23780895123582,87.78823452596653
2021-02-28,110.90712470334776,93.76083188908146,105.83333333333333,102.20509045301489,89.13230259672616
2021-03-31,111.44320266608318,94.10745233968804,105.83333333333333,102.13760855043421,91.94197891905628
2021-04-30,112.19135542726339,93.93414211438474,106.16666666666667,102.07966954316798,92.23414446204025
2021-05-31,112.93992897177385,94.45407279029462,106.58333333333334,103.38022984745001,92.29120015670284
2021-06-30,113.91025533132479,94.80069324090121,107.0,105.0679590473464,93.13304078361129
2021-07-31,114.43833841078552,94.5372616984402,107.44833333333332,106.55869562253758,93.22355655642987
2021-08-31,114.76949489169037,94.91507798960139,107.74583333333332,107.77200659823049,92.91773627545055
2021-09-30,115.27022705468501,95.10398613518197,107.90333333333335,109.06097910105927,93.17844513567239
2021-10-31,116.35837274670529,95.22876949740035,108.62333333333333,110.75416138399248,95.68259218533672
2021-11-30,117.32449127295375,95.75563258232235,108.99500000000002,112.42893951167643,96.39605749925434
2021-12-31,118.15848383350445,96.04852686308492,109.31416666666667,114.33206549152727,96.2842858987168
2022-01-31,118.88896369481425,97.63604852686308,110.18583333333333,114.69810369037397,97.12390207853839
2022-02-28,119.72337703869522,97.68804159445406,110.81083333333335,114.86033291071942,97.50521971784588
2022-03-31,120.96132159628364,98.31195840554592,111.325,114.95303532234537,100.29739858979067
2022-04-30,121.43049500950971,97.89948006932408,112.24499999999999,115.56991534088586,106.89231704594815
2022-05-31,122.5737633177924,98.13518197573656,112.65666666666665,116.43286573146293,108.98516474466153
2022-06-30,124.16137882281657,98.64124783362217,113.04916666666666,117.07837443594673,113.31022220978548
2022-07-31,124.10583542322388,98.4471403812825,113.46999999999998,117.68639319455237,115.63382288128426
2022-08-31,124.19924932253883,98.14904679376082,113.71916666666667,118.60660095701607,114.42806080054322
2022-09-30,124.72901553532057,98.4783362218371,113.91166666666666,119.31959156408057,121.19545688986857
2022-10-31,125.3845959638463,99.32928942807625,114.49083333333334,120.04485160797786,124.38191417848986
2022-11-30,125.6913470115968,99.8110918544194,114.66583333333334,120.52335964445899,120.48555618375187
2022-12-31,125.73342534462155,99.83882149046794,114.98666666666668,121.06457813586357,114.11618607528308
2023-01-31,126.42687627286959,99.18717504332756,115.51583333333333,121.30928523714095,110.33760111116553
2023-02-28,126.85607526972211,99.18024263431542,115.73833333333332,121.55740051531636,112.53578122148076
2023-03-31,126.92634608587345,99.29116117850953,115.92750000000001,121.96092866004118,113.05853690732953
2023-04-30,127.4375978321243,99.03292894280763,116.05499999999999,121.85868335310077,112.89795618553258
2023-05-31,127.63031659737767,98.05892547660311,116.265,121.86140989461917,115.92494533410445
2023-06-30,127.95978994496153,98.32409012131714,116.30416666666667,121.82732812563906,119.56620959554687
2023-07-31,128.17691414336932,98.64644714038128,116.47083333333332,121.82323831336144,119.20918492269475
2023-08-31,128.81776715533638,99.00346620450607,116.45583333333333,122.07748830995324,122.46095832993804
2023-09-30,129.3378553515224,99.41421143847487,116.93,122.34537101413711,125.05308753544735
2023-10-31,129.4552539006615,99.43500866551126,117.44333333333333,122.29220345452812,126.5318962971537
2023-11-30,129.63787386598892,99.8110918544194,117.62916666666668,122.14633348329313,126.6043565167454
2023-12-31,129.91054146398938,99.7157712305026,117.47833333333332,122.2676645808624,121.78518802113709
2024-01-31,130.35615101072156,100.29982668977469,117.90666666666667,122.19881940752254,123.74143269886919
2024-02-29,130.8728729402656,100.59618717504333,118.1625,122.08498629912887,126.55022281183643
2024-03-31,131.32942285358425,100.68284228769497,118.24166666666665,121.87845077910924,126.72241149374557
2024-04-30,131.7119149007793,100.94454072790293,118.28916666666667,121.4428857715431,130.16618513192864
2024-05-31,131.76409203372998,100.85788561525129,118.265,120.93574904911866,131.84017768287833
2024-06-30,131.76030498375775,100.61005199306759,118.41416666666666,120.7510258612463,133.52416651456406
2024-07-31,131.94334573241545,99.57192374350086,118.55499999999999,120.57789047482723,133.23504331789107
2024-08-31,132.18108831400534,99.62564991334489,118.68583333333333,120.61538042070536,123.71589275083481
2024-09-30,132.4840523117836,99.7105719237435,118.81333333333333,120.76943001649558,120.91608830560614
2024-10-31,132.78407082625017,100.5060658578856,119.21916666666665,120.74557277820948,126.78359751978918
2024-11-30,133.15646407351926,102.12305025996532,119.39749999999998,121.31337504941857,130.01615997934374
2024-12-31,133.64204803662497,101.93587521663778,119.61666666666666,121.75371150464196,130.10214302567474
